0.4
-9.937500000000000222e-01 -8.356735716133851281e-10
-9.812500000000000666e-01 -6.677965748371100984e-10
-9.687500000000001110e-01 -6.973443347355200312e-10
-9.562500000000001554e-01 -6.913082763473652717e-10
-9.437500000000001998e-01 -6.185084166743552545e-10
-9.312500000000002442e-01 -6.185084166743552545e-10
-9.187500000000002887e-01 -6.185084166743552545e-10
-9.062500000000003331e-01 -6.185084166743552545e-10
-8.937500000000003775e-01 1.487153065448180273e-08
-8.812500000000004219e-01 4.585160879679415262e-08
-8.687500000000004663e-01 7.683168693910648265e-08
-8.562500000000005107e-01 1.078117650814188259e-07
-8.437500000000005551e-01 1.489972829301330845e-07
-8.312500000000005995e-01 1.844330755215711006e-07
-8.187500000000006439e-01 1.986063904653777521e-07
-8.062500000000006883e-01 1.915172277615529860e-07
-7.937500000000007327e-01 3.959686959925170456e-08
-7.812500000000007772e-01 -2.412145064042598291e-07
-7.687500000000008216e-01 -5.220258824077713098e-07
-7.562500000000008660e-01 -8.028372584112827906e-07
-7.437500000000009104e-01 -1.017458144312232223e-06
-7.312500000000009548e-01 -1.107890765221684482e-06
-7.187500000000009992e-01 -1.198323386131136741e-06
-7.062500000000010436e-01 -1.288756007040589000e-06
-6.937500000000010880e-01 -3.931791080186214295e-05
-6.812500000000011324e-01 -1.154406840387361825e-04
-6.687500000000011768e-01 -1.915634572756102084e-04
-6.562500000000012212e-01 -2.676862305124842615e-04
-6.437500000000012657e-01 -3.547977533898722009e-04
-6.312500000000013101e-01 -3.874360570627505295e-04
-6.187500000000013545e-01 -3.335210977928699193e-04
-6.062500000000013989e-01 -1.930528755802301806e-04
-5.937500000000014433e-01 8.432231139197179925e-04
-5.812500000000014877e-01 2.711938535490586877e-03
-5.687500000000015321e-01 4.580653957061455762e-03
-5.562500000000015765e-01 6.449369378632325081e-03
-5.437500000000016209e-01 8.276666509316341069e-03
-5.312500000000016653e-01 1.004741165678555564e-02
-5.187500000000017097e-01 1.181815680425476675e-02
-5.062500000000017542e-01 1.358890195172398133e-02
-4.937500000000017431e-01 1.559326679263068477e-02
-4.812500000000017319e-01 1.816724733273658923e-02
-4.687500000000017208e-01 2.114050289456471596e-02
-4.562500000000017097e-01 2.451303347811505801e-02
-4.437500000000016986e-01 2.821887773585528281e-02
-4.312500000000016875e-01 3.196458821022132163e-02
-4.187500000000016764e-01 3.571029868458736739e-02
-4.062500000000016653e-01 3.945600915895340621e-02
-3.937500000000016542e-01 4.318707280292889694e-02
-3.812500000000016431e-01 4.689148022007248034e-02
-3.687500000000016320e-01 5.059016287451551658e-02
-3.562500000000016209e-01 5.428312076625801952e-02
-3.437500000000016098e-01 5.796342663300159403e-02
-3.312500000000015987e-01 6.162090169566451781e-02
-3.187500000000015876e-01 6.526921261337145785e-02
-3.062500000000015765e-01 6.890835938612242806e-02
-2.937500000000015654e-01 7.253845359379713920e-02
-2.812500000000015543e-01 7.614123942959720448e-02
-2.687500000000015432e-01 7.971507551220970156e-02
-2.562500000000015321e-01 8.325996184163465819e-02
-2.437500000000015210e-01 8.678844272164129570e-02
-2.312500000000015099e-01 9.030288007262950167e-02
-2.187500000000014988e-01 9.381731742361772153e-02
-2.062500000000014877e-01 9.733175477460592750e-02
-1.937500000000014766e-01 1.010162229429590885e-01
-1.812500000000014655e-01 1.045391197683336465e-01
-1.687500000000014544e-01 1.079845797922216327e-01
-1.562500000000014433e-01 1.121269710294885702e-01
-1.437500000000014322e-01 1.179464417681180960e-01
-1.312500000000014211e-01 1.176755521348446382e-01
-1.187500000000014239e-01 1.293861570890359469e-01
-1.062500000000014266e-01 1.530782566306919945e-01
-9.375000000000142941e-02 2.028377821292889349e-01
-8.125000000000143219e-02 3.484716846942327306e-01
-6.875000000000143496e-02 4.941055872591765263e-01
-5.625000000000143774e-02 6.397394898241203220e-01
-4.375000000000144051e-02 9.389516572190101940e-01
-3.125000000000144329e-02 9.654598839389616494e-01
-1.875000000000144260e-02 9.654598839389616494e-01
-6.250000000001441902e-03 9.389516572190101940e-01
6.249999999998558792e-03 9.262124209833750843e-01
1.874999999999855949e-02 9.090427787718358132e-01
3.124999999999856018e-02 8.900995756129070902e-01
4.374999999999856087e-02 8.729299334013678191e-01
5.624999999999856504e-02 8.555072132226465564e-01
6.874999999999856226e-02 8.373621124900434420e-01
8.124999999999855949e-02 8.206358605153509789e-01
9.374999999999855671e-02 8.053284572985689449e-01
1.062499999999985539e-01 7.915896675934012139e-01
1.187499999999985512e-01 7.779405752076754554e-01
1.312499999999985623e-01 7.652231980995473082e-01
1.437499999999985734e-01 7.532752670525738603e-01
1.562499999999985845e-01 7.419233426712035229e-01
1.687499999999985956e-01 7.311412670194508134e-01
1.812499999999986067e-01 7.209310829556356826e-01
1.937499999999986178e-01 7.111799653555337386e-01
2.062499999999986289e-01 7.018322886704460029e-01
2.187499999999986400e-01 6.928931122975552359e-01
2.312499999999986511e-01 6.842956688673040855e-01
2.437499999999986622e-01 6.760175199179532246e-01
2.562499999999986455e-01 6.680321759045149133e-01
2.687499999999986566e-01 6.603117802052549390e-01
2.812499999999986677e-01 6.528509935357549310e-01
2.937499999999986788e-01 6.456347795017738367e-01
3.062499999999986899e-01 6.386482937095777634e-01
3.187499999999987010e-01 6.318642478376088611e-01
3.312499999999987121e-01 6.252458228504753635e-01
3.437499999999987232e-01 6.187620532301018050e-01
3.562499999999987343e-01 6.123849519421413756e-01
3.687499999999987454e-01 6.061099063403190268e-01
3.812499999999987566e-01 5.999313797685030814e-01
3.937499999999987677e-01 5.938344942659958825e-01
4.062499999999987788e-01 5.878015946970096550e-01
4.187499999999987899e-01 5.818139466694837170e-01
4.312499999999988010e-01 5.758656740712723154e-01
4.437499999999988121e-01 5.699535853228301363e-01
4.562499999999988232e-01 5.640756483788115228e-01
4.687499999999988343e-01 5.582130643952093463e-01
4.812499999999988454e-01 5.523504804116071698e-01
4.937499999999988565e-01 5.464878964280049933e-01
5.062499999999988676e-01 5.404937451741319565e-01
5.187499999999988232e-01 5.350243937456282683e-01
5.312499999999987788e-01 5.279039670594427580e-01
5.437499999999987343e-01 5.191324651155756476e-01
5.562499999999986899e-01 5.117208185212380744e-01
5.687499999999986455e-01 4.807655404428055612e-01
5.812499999999986011e-01 4.498102623643658871e-01
5.937499999999985567e-01 4.188549842859333738e-01
6.062499999999985123e-01 1.786737363035731940e-01
6.187499999999984679e-01 1.286296216488089783e-01
6.312499999999984235e-01 7.858550699404474871e-02
6.437499999999983791e-01 2.854139233928053299e-02
6.562499999999983347e-01 3.910411339554498156e-03
6.687499999999982903e-01 3.463466965090418719e-03
6.812499999999982458e-01 3.284689215304777404e-03
6.937499999999982014e-01 3.374078090197572908e-03
7.062499999999981570e-01 -7.651153976021078358e-04
7.187499999999981126e-01 -7.933726216779583319e-04
7.312499999999980682e-01 -7.933726216779232038e-04
7.437499999999980238e-01 -7.651153976021464334e-04
7.562499999999979794e-01 -1.024945801217054867e-04
7.687499999999979350e-01 -7.172868267982818332e-05
7.812499999999978906e-01 -4.096278523795090029e-05
7.937499999999978462e-01 -1.019688779607361048e-05
8.062499999999978018e-01 5.186060924865010707e-06
8.187499999999977573e-01 5.186060924865057294e-06
8.312499999999977129e-01 5.186060924865057294e-06
8.437499999999976685e-01 5.186060924865010707e-06
8.562499999999976241e-01 3.558514781800345383e-07
8.687499999999975797e-01 2.490125710189131207e-07
8.812499999999975353e-01 1.421736638577916767e-07
8.937499999999974909e-01 3.533475669667025918e-08
9.062499999999974465e-01 -1.808469688389041320e-08
9.187499999999974021e-01 -1.808469688389041320e-08
9.312499999999973577e-01 -1.808469688389041320e-08
9.437499999999973133e-01 -1.808469688389041320e-08
9.562499999999972689e-01 -1.213375564372714401e-09
9.687499999999972244e-01 -1.074240367580442940e-09
9.812499999999971800e-01 -9.351051707881714789e-10
9.937499999999971356e-01 -7.959699739959000179e-10
